method,solution_id,policy,realized_points,mean_weekly_points,total_autosubs,substitute_points,total_planned_absences,design,design_family,xi_cap,bench_budget_rule,delta,is_nondominated,is_compromise,xi_score,bench_score,xi_spend,bench_spend,total_spend,formation,captain,vice_captain
Weighted average,Weighted average | joint_pareto | delta=0.100,sequential,753.0,62.75,9,40.0,18,Joint Pareto δ=10.0%,Joint Pareto,,endogenous,0.1,True,False,59.05299145299145,21.717720797720794,70.7,25.900000000000002,96.60000000000001,5-4-1,Bukayo Saka,Phil Foden
Weighted average,Weighted average | joint_pareto | delta=0.100,static,733.0,61.083333333333336,20,88.0,29,Joint Pareto δ=10.0%,Joint Pareto,,endogenous,0.1,True,False,59.05299145299145,21.717720797720794,70.7,25.900000000000002,96.60000000000001,5-4-1,Bukayo Saka,Phil Foden
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=55,sequential,705.0,58.75,10,29.0,16,"Two-stage actual remainder, XI cap £55m",Two-stage,55.0,actual_remainder,,,False,53.48524216524217,21.25925925925926,55.00000000000001,29.799999999999997,84.80000000000001,4-4-2,Cole Palmer,Douglas Luiz Soares de Paulo
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=55,static,669.0,55.75,13,64.0,19,"Two-stage actual remainder, XI cap £55m",Two-stage,55.0,actual_remainder,,,False,53.48524216524217,21.25925925925926,55.00000000000001,29.799999999999997,84.80000000000001,4-4-2,Cole Palmer,Douglas Luiz Soares de Paulo
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=60,sequential,654.0,54.5,9,16.0,15,"Two-stage actual remainder, XI cap £60m",Two-stage,60.0,actual_remainder,,,False,58.41515669515669,19.606609686609687,60.0,27.700000000000003,87.7,4-5-1,Bukayo Saka,Cole Palmer
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=60,static,623.0,51.916666666666664,12,44.0,18,"Two-stage actual remainder, XI cap £60m",Two-stage,60.0,actual_remainder,,,False,58.41515669515669,19.606609686609687,60.0,27.700000000000003,87.7,4-5-1,Bukayo Saka,Cole Palmer
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,sequential,676.0,56.333333333333336,7,42.0,15,"Two-stage actual remainder, XI cap £65m",Two-stage,65.0,actual_remainder,,,False,62.25811965811966,16.73196581196581,65.0,24.599999999999998,89.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=65,static,648.0,54.0,14,62.0,22,"Two-stage actual remainder, XI cap £65m",Two-stage,65.0,actual_remainder,,,False,62.25811965811966,16.73196581196581,65.0,24.599999999999998,89.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,sequential,720.0,60.0,9,40.0,18,"Two-stage actual remainder, XI cap £70m",Two-stage,70.0,actual_remainder,,,False,64.58552706552706,15.809116809116809,68.89999999999999,23.2,92.1,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=70,static,695.0,57.916666666666664,13,43.0,22,"Two-stage actual remainder, XI cap £70m",Two-stage,70.0,actual_remainder,,,False,64.58552706552706,15.809116809116809,68.89999999999999,23.2,92.1,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,sequential,722.0,60.166666666666664,9,40.0,18,"Two-stage actual remainder, XI cap £75m",Two-stage,75.0,actual_remainder,,,False,65.36900284900284,15.401709401709402,72.7,23.9,96.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=75,static,705.0,58.75,9,33.0,18,"Two-stage actual remainder, XI cap £75m",Two-stage,75.0,actual_remainder,,,False,65.36900284900284,15.401709401709402,72.7,23.9,96.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,sequential,735.0,61.25,10,41.0,19,"Two-stage actual remainder, XI cap £80m",Two-stage,80.0,actual_remainder,,,False,65.57982905982905,15.025641025641026,79.2,19.4,98.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=80,static,728.0,60.666666666666664,10,42.0,19,"Two-stage actual remainder, XI cap £80m",Two-stage,80.0,actual_remainder,,,False,65.57982905982905,15.025641025641026,79.2,19.4,98.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,sequential,728.0,60.666666666666664,8,23.0,18,"Two-stage actual remainder, XI cap £83.5m",Two-stage,83.5,actual_remainder,,,False,65.60262108262108,15.025641025641026,80.2,19.4,99.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | actual_remainder | xi_cap=83.5,static,721.0,60.083333333333336,8,23.0,18,"Two-stage actual remainder, XI cap £83.5m",Two-stage,83.5,actual_remainder,,,False,65.60262108262108,15.025641025641026,80.2,19.4,99.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=55,sequential,705.0,58.75,10,29.0,16,"Two-stage fixed allocation, XI cap £55m",Two-stage,55.0,fixed_split,,,False,53.48524216524217,21.25925925925926,55.00000000000001,29.799999999999997,84.80000000000001,4-4-2,Cole Palmer,Douglas Luiz Soares de Paulo
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=55,static,669.0,55.75,13,64.0,19,"Two-stage fixed allocation, XI cap £55m",Two-stage,55.0,fixed_split,,,False,53.48524216524217,21.25925925925926,55.00000000000001,29.799999999999997,84.80000000000001,4-4-2,Cole Palmer,Douglas Luiz Soares de Paulo
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=60,sequential,654.0,54.5,9,16.0,15,"Two-stage fixed allocation, XI cap £60m",Two-stage,60.0,fixed_split,,,False,58.41515669515669,19.606609686609687,60.0,27.700000000000003,87.7,4-5-1,Bukayo Saka,Cole Palmer
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=60,static,623.0,51.916666666666664,12,44.0,18,"Two-stage fixed allocation, XI cap £60m",Two-stage,60.0,fixed_split,,,False,58.41515669515669,19.606609686609687,60.0,27.700000000000003,87.7,4-5-1,Bukayo Saka,Cole Palmer
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=65,sequential,676.0,56.333333333333336,7,42.0,15,"Two-stage fixed allocation, XI cap £65m",Two-stage,65.0,fixed_split,,,False,62.25811965811966,16.73196581196581,65.0,24.599999999999998,89.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=65,static,648.0,54.0,14,62.0,22,"Two-stage fixed allocation, XI cap £65m",Two-stage,65.0,fixed_split,,,False,62.25811965811966,16.73196581196581,65.0,24.599999999999998,89.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,sequential,720.0,60.0,9,40.0,18,"Two-stage fixed allocation, XI cap £70m",Two-stage,70.0,fixed_split,,,False,64.58552706552706,15.809116809116809,68.89999999999999,23.2,92.1,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=70,static,695.0,57.916666666666664,13,43.0,22,"Two-stage fixed allocation, XI cap £70m",Two-stage,70.0,fixed_split,,,False,64.58552706552706,15.809116809116809,68.89999999999999,23.2,92.1,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,sequential,722.0,60.166666666666664,9,40.0,18,"Two-stage fixed allocation, XI cap £75m",Two-stage,75.0,fixed_split,,,False,65.36900284900284,15.401709401709402,72.7,23.9,96.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=75,static,705.0,58.75,9,33.0,18,"Two-stage fixed allocation, XI cap £75m",Two-stage,75.0,fixed_split,,,False,65.36900284900284,15.401709401709402,72.7,23.9,96.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,sequential,735.0,61.25,10,41.0,19,"Two-stage fixed allocation, XI cap £80m",Two-stage,80.0,fixed_split,,,False,65.57982905982905,15.025641025641026,79.2,19.4,98.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=80,static,728.0,60.666666666666664,10,42.0,19,"Two-stage fixed allocation, XI cap £80m",Two-stage,80.0,fixed_split,,,False,65.57982905982905,15.025641025641026,79.2,19.4,98.6,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,sequential,722.0,60.166666666666664,8,26.0,18,"Two-stage fixed allocation, XI cap £83.5m",Two-stage,83.5,fixed_split,,,False,65.60262108262108,10.88034188034188,80.2,16.5,96.7,3-5-2,Bukayo Saka,Ollie Watkins
Weighted average,Weighted average | two_stage | fixed_split | xi_cap=83.5,static,717.0,59.75,8,19.0,18,"Two-stage fixed allocation, XI cap £83.5m",Two-stage,83.5,fixed_split,,,False,65.60262108262108,10.88034188034188,80.2,16.5,96.7,3-5-2,Bukayo Saka,Ollie Watkins
