series,name,team,position,value,role,is_captain,is_vice_captain,xi_cap,xi_spend,bench_spend,total_spend
Simple Avg. (Budget = 75),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Jordan Pickford,Everton,GK,4.6,Bench,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Julián Álvarez,Man City,FWD,6.7,Bench,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Trent Alexander-Arnold,Liverpool,DEF,8.6,Bench,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 75),Vitalii Mykolenko,Everton,DEF,4.6,Bench,False,False,75.0,74.3,24.5,98.79999999999998
Simple Avg. (Budget = 80),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Cole Palmer,Chelsea,MID,5.8,XI,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Phil Foden,Man City,MID,8.1,XI,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),William Saliba,Arsenal,DEF,5.7,XI,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Carlton Morris,Luton,FWD,5.0,Bench,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Jordan Pickford,Everton,GK,4.6,Bench,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Pedro Porro,Spurs,DEF,5.8,Bench,False,False,80.0,79.60000000000001,20.0,99.6
Simple Avg. (Budget = 80),Vitalii Mykolenko,Everton,DEF,4.6,Bench,False,False,80.0,79.60000000000001,20.0,99.6
Weighted Avg. (Budget = 60),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Carlton Morris,Luton,FWD,5.0,XI,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Cole Palmer,Chelsea,MID,5.8,XI,False,True,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Emerson Palmieri dos Santos,West Ham,DEF,4.4,XI,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Jarrad Branthwaite,Everton,DEF,4.2,XI,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Jordan Pickford,Everton,GK,4.6,XI,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Leon Bailey,Aston Villa,MID,5.6,XI,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Pascal Groß,Brighton,MID,6.5,XI,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Dominic Solanke,Bournemouth,FWD,7.0,Bench,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Ederson Santana de Moraes,Man City,GK,5.5,Bench,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Ollie Watkins,Aston Villa,FWD,8.8,Bench,False,False,60.0,60.0,27.700000000000003,87.7
Weighted Avg. (Budget = 60),Virgil van Dijk,Liverpool,DEF,6.4,Bench,False,False,60.0,60.0,27.700000000000003,87.7
Monte Carlo (Budget = 60),Anthony Gordon,Newcastle,MID,6.1,XI,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Carlton Morris,Luton,FWD,5.0,XI,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Cole Palmer,Chelsea,MID,5.8,XI,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Declan Rice,Arsenal,MID,5.4,XI,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,True,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),James Ward-Prowse,West Ham,MID,6.0,XI,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Jarrad Branthwaite,Everton,DEF,4.2,XI,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Vitalii Mykolenko,Everton,DEF,4.6,XI,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Erling Haaland,Man City,FWD,14.4,Bench,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Jordan Pickford,Everton,GK,4.6,Bench,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
Monte Carlo (Budget = 60),William Saliba,Arsenal,DEF,5.7,Bench,False,False,60.0,60.00000000000001,31.599999999999998,91.60000000000001
"ARIMA (1,0,0, Budget = 60)",Anthony Gordon,Newcastle,MID,6.1,XI,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Bukayo Saka,Arsenal,MID,9.1,XI,True,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Carlton Morris,Luton,FWD,5.0,XI,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Chris Richards,Crystal Palace,DEF,3.9,XI,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Cole Palmer,Chelsea,MID,5.8,XI,False,True,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Emerson Palmieri dos Santos,West Ham,DEF,4.4,XI,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Hwang Hee-chan,Wolves,MID,5.6,XI,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Jakub Kiwior,Arsenal,DEF,4.3,XI,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,XI,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Jordan Pickford,Everton,GK,4.6,Bench,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",Ollie Watkins,Aston Villa,FWD,8.8,Bench,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,0, Budget = 60)",William Saliba,Arsenal,DEF,5.7,Bench,False,False,60.0,59.800000000000004,26.0,85.80000000000001
"ARIMA (1,0,1, Budget = 60)",Anthony Gordon,Newcastle,MID,6.1,XI,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Bukayo Saka,Arsenal,MID,9.1,XI,True,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Carlton Morris,Luton,FWD,5.0,XI,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Chris Richards,Crystal Palace,DEF,3.9,XI,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Cole Palmer,Chelsea,MID,5.8,XI,False,True,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Jakub Kiwior,Arsenal,DEF,4.3,XI,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Lewis Dunk,Brighton,DEF,5.1,XI,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,XI,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Pablo Sarabia,Wolves,MID,4.7,XI,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Jordan Pickford,Everton,GK,4.6,Bench,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Ollie Watkins,Aston Villa,FWD,8.8,Bench,False,False,60.0,59.6,26.1,85.7
"ARIMA (1,0,1, Budget = 60)",Pedro Porro,Spurs,DEF,5.8,Bench,False,False,60.0,59.6,26.1,85.7
Weighted Avg. (Budget = 65),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Cole Palmer,Chelsea,MID,5.8,XI,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Jarrad Branthwaite,Everton,DEF,4.2,XI,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Jordan Pickford,Everton,GK,4.6,XI,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Leon Bailey,Aston Villa,MID,5.6,XI,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,XI,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,True,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Pascal Groß,Brighton,MID,6.5,XI,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Dominic Solanke,Bournemouth,FWD,7.0,Bench,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Ederson Santana de Moraes,Man City,GK,5.5,Bench,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),Virgil van Dijk,Liverpool,DEF,6.4,Bench,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Weighted Avg. (Budget = 65),William Saliba,Arsenal,DEF,5.7,Bench,False,False,65.0,65.0,24.599999999999998,89.60000000000001
Monte Carlo (Budget = 65),Anthony Gordon,Newcastle,MID,6.1,XI,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Carlton Morris,Luton,FWD,5.0,XI,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Cole Palmer,Chelsea,MID,5.8,XI,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,True,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Pascal Groß,Brighton,MID,6.5,XI,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Vitalii Mykolenko,Everton,DEF,4.6,XI,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),William Saliba,Arsenal,DEF,5.7,XI,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Bukayo Saka,Arsenal,MID,9.1,Bench,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Jordan Pickford,Everton,GK,4.6,Bench,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,65.0,64.7,29.200000000000003,93.89999999999999
Monte Carlo (Budget = 65),Trent Alexander-Arnold,Liverpool,DEF,8.6,Bench,False,False,65.0,64.7,29.200000000000003,93.89999999999999
"ARIMA (1,0,0, Budget = 65)",Anthony Gordon,Newcastle,MID,6.1,XI,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Bukayo Saka,Arsenal,MID,9.1,XI,True,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Chris Richards,Crystal Palace,DEF,3.9,XI,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Cole Palmer,Chelsea,MID,5.8,XI,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Emerson Palmieri dos Santos,West Ham,DEF,4.4,XI,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Jakub Kiwior,Arsenal,DEF,4.3,XI,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,XI,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Ollie Watkins,Aston Villa,FWD,8.8,XI,False,True,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Jordan Pickford,Everton,GK,4.6,Bench,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",Mohamed Salah,Liverpool,MID,13.0,Bench,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,0, Budget = 65)",William Saliba,Arsenal,DEF,5.7,Bench,False,False,65.0,65.0,30.2,95.2
"ARIMA (1,0,1, Budget = 65)",Anthony Gordon,Newcastle,MID,6.1,XI,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Bukayo Saka,Arsenal,MID,9.1,XI,True,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Carlton Morris,Luton,FWD,5.0,XI,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Chris Richards,Crystal Palace,DEF,3.9,XI,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Cole Palmer,Chelsea,MID,5.8,XI,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Jakub Kiwior,Arsenal,DEF,4.3,XI,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Julián Álvarez,Man City,FWD,6.7,XI,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Lewis Dunk,Brighton,DEF,5.1,XI,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Ollie Watkins,Aston Villa,FWD,8.8,XI,False,True,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Jordan Pickford,Everton,GK,4.6,Bench,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Mohamed Salah,Liverpool,MID,13.0,Bench,False,False,65.0,64.80000000000001,30.3,95.10000000000001
"ARIMA (1,0,1, Budget = 65)",Pedro Porro,Spurs,DEF,5.8,Bench,False,False,65.0,64.80000000000001,30.3,95.10000000000001
Weighted Avg. (Budget = 70),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Cole Palmer,Chelsea,MID,5.8,XI,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Conor Bradley,Liverpool,DEF,4.1,XI,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Jarrad Branthwaite,Everton,DEF,4.2,XI,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Jordan Pickford,Everton,GK,4.6,XI,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,True,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Pascal Groß,Brighton,MID,6.5,XI,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Phil Foden,Man City,MID,8.1,XI,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Ederson Santana de Moraes,Man City,GK,5.5,Bench,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,Bench,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),Virgil van Dijk,Liverpool,DEF,6.4,Bench,False,False,70.0,68.89999999999999,23.2,92.1
Weighted Avg. (Budget = 70),William Saliba,Arsenal,DEF,5.7,Bench,False,False,70.0,68.89999999999999,23.2,92.1
Monte Carlo (Budget = 70),Anthony Gordon,Newcastle,MID,6.1,XI,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Cole Palmer,Chelsea,MID,5.8,XI,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Vitalii Mykolenko,Everton,DEF,4.6,XI,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),William Saliba,Arsenal,DEF,5.7,XI,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Jordan Pickford,Everton,GK,4.6,Bench,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Julián Álvarez,Man City,FWD,6.7,Bench,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,70.0,70.0,26.800000000000004,96.8
Monte Carlo (Budget = 70),Trent Alexander-Arnold,Liverpool,DEF,8.6,Bench,False,False,70.0,70.0,26.800000000000004,96.8
"ARIMA (1,0,0, Budget = 70)",Anthony Gordon,Newcastle,MID,6.1,XI,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Bukayo Saka,Arsenal,MID,9.1,XI,True,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Chris Richards,Crystal Palace,DEF,3.9,XI,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Cole Palmer,Chelsea,MID,5.8,XI,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Ollie Watkins,Aston Villa,FWD,8.8,XI,False,True,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Phil Foden,Man City,MID,8.1,XI,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",William Saliba,Arsenal,DEF,5.7,XI,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Emerson Palmieri dos Santos,West Ham,DEF,4.4,Bench,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Erling Haaland,Man City,FWD,14.4,Bench,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Jordan Pickford,Everton,GK,4.6,Bench,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,0, Budget = 70)",Pedro Porro,Spurs,DEF,5.8,Bench,False,False,70.0,69.7,29.2,98.9
"ARIMA (1,0,1, Budget = 70)",Anthony Gordon,Newcastle,MID,6.1,XI,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Bukayo Saka,Arsenal,MID,9.1,XI,True,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Cole Palmer,Chelsea,MID,5.8,XI,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Jakub Kiwior,Arsenal,DEF,4.3,XI,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Julián Álvarez,Man City,FWD,6.7,XI,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Lewis Dunk,Brighton,DEF,5.1,XI,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Ollie Watkins,Aston Villa,FWD,8.8,XI,False,True,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Pedro Porro,Spurs,DEF,5.8,XI,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Phil Foden,Man City,MID,8.1,XI,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Chris Richards,Crystal Palace,DEF,3.9,Bench,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Erling Haaland,Man City,FWD,14.4,Bench,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Jordan Pickford,Everton,GK,4.6,Bench,False,False,70.0,69.8,29.799999999999997,99.60000000000001
"ARIMA (1,0,1, Budget = 70)",Kieran Trippier,Newcastle,DEF,6.9,Bench,False,False,70.0,69.8,29.799999999999997,99.60000000000001
