bootstrap,model,cost_spearman,normalized_cost_rmse,top15_jaccard,squad_jaccard,xi_jaccard,captain_same
65,Full LASSO,0.9919795802678131,0.06593735775846192,0.875,0.5789473684210527,0.6923076923076923,True
66,Full Ridge,0.9975451159945193,0.06224646594089651,1.0,0.42857142857142855,0.6923076923076923,True
66,Reduced Ridge,0.9965195112126337,0.058471198750979655,1.0,0.5,0.6923076923076923,True
66,Parsimonious Ridge,0.9947420851816413,0.060063378324475586,0.7647058823529411,0.5,0.6923076923076923,True
66,Full LASSO,0.9980631128723584,0.04813984872753902,1.0,1.0,0.8333333333333334,True
67,Full Ridge,0.9995849491649197,0.02608642860479673,1.0,0.5789473684210527,0.8333333333333334,True
67,Reduced Ridge,0.9994737272092139,0.02708593568127135,1.0,0.6666666666666666,0.8333333333333334,True
67,Parsimonious Ridge,0.9994530163392304,0.028235218782553004,1.0,1.0,1.0,True
67,Full LASSO,0.9992234548914347,0.024233078508351543,0.875,0.875,1.0,True
68,Full Ridge,0.979603418510363,0.051772472453001775,1.0,1.0,1.0,True
68,Reduced Ridge,0.9806062079978505,0.05303608215441622,0.875,0.875,1.0,True
68,Parsimonious Ridge,0.9816450852386692,0.057871691212447764,0.875,0.7647058823529411,0.6923076923076923,True
68,Full LASSO,0.9865904563088952,0.041828468356743226,0.875,0.875,0.8333333333333334,True
69,Full Ridge,0.9731101440528519,0.05468289540184281,0.875,0.5,0.6923076923076923,True
69,Reduced Ridge,0.973218782358781,0.054360920731740085,0.875,0.6666666666666666,0.8333333333333334,True
69,Parsimonious Ridge,0.9733453186901788,0.05505928497659833,0.875,0.5,0.6923076923076923,True
69,Full LASSO,0.9931892832048405,0.060829278783477464,0.875,0.875,0.8333333333333334,False
70,Full Ridge,0.9974115162980067,0.04977934520813035,1.0,1.0,1.0,True
70,Reduced Ridge,0.997423267737313,0.0463485235257266,1.0,0.6666666666666666,0.8333333333333334,True
