model,name,position,reference_cost,bootstrap_mean_cost,bootstrap_sd_cost,absolute_cv
Full Ridge,Ben Davies,DEF,1.4889694450375828,1.4841733198564266,0.1365811908367819,0.09202509505425839
Full Ridge,Ben Doak,MID,0.15977189135927375,0.1601271395128244,0.016792854287140578,0.10487200569642136
Full Ridge,Ben Godfrey,DEF,2.0508216875637526,2.0375284886058234,0.06988876151693114,0.03430075304848987
Full Ridge,Ben Greenwood,DEF,0.1401097560488891,0.14022129241547168,0.019541192080519257,0.13935966317169052
Full Ridge,Ben Jackson,DEF,0.1392819854311309,0.13938502059235408,0.019843754131068,0.1423664755849419
Full Ridge,Ben Johnson,DEF,0.8658327166633186,0.8760482438433707,0.046342223201839734,0.05289916797107957
Full Ridge,Ben Mee,DEF,2.2385984634768956,2.238923960490919,0.12808682787000883,0.05720910139436973
Full Ridge,Ben Osborn,MID,1.4195635233182005,1.4207271818168163,0.04522617382892783,0.03183311645455597
Full Ridge,Ben Parkinson,FWD,0.20354610078787064,0.20053402190684974,0.033132017486708056,0.16521893478054434
Full Ridge,Ben Pearson,MID,0.15927311362416985,0.15963557922459184,0.016819560194869382,0.1053622273716681
Full Ridge,Bendegúz Bolla,DEF,0.14154782616588957,0.14167413151451108,0.019203578980539825,0.13554753274469789
Full Ridge,Benicio Baker-Boaitey,MID,0.24118137955823854,0.24167980287138566,0.016685567965169686,0.0690399767251102
Full Ridge,Benjamin Fredrick,DEF,0.1391339477183844,0.13923546253209826,0.019905867793160607,0.14296550197168098
Full Ridge,Benjamin White,DEF,2.880926052233626,2.8648316150442428,0.13065438687599332,0.04560630586100802
Full Ridge,Benoît Badiashile,DEF,0.5076188291413187,0.5112433441935821,0.021757940338308784,0.042558872571004366
Full Ridge,Bernardo Veiga de Carvalho e Silva,MID,3.3364132650763265,3.3395457166942624,0.11138520007681696,0.033353398793137215
Full Ridge,Bernd Leno,GK,2.917400969529007,2.9161948473516346,0.11567547120556741,0.039666578284581706
Full Ridge,Bertrand Traoré,MID,0.15975336958433856,0.1601126312235658,0.016803942639159884,0.10495076191519508
Full Ridge,Billy Blacker,FWD,0.19928865994587466,0.19617357984228534,0.03331424870815134,0.16982026190751315
Full Ridge,Billy Gilmour,MID,1.8149029140563595,1.8142125861792833,0.0815357952743065,0.04494280102312608
Full Ridge,Bobby Clark,MID,0.4829995382338585,0.4833843306054065,0.021293496138248075,0.04405086137479756
Full Ridge,Bobby De Cordova-Reid,MID,2.2997038455565635,2.300597319843468,0.03317096151167825,0.014418412655516435
Full Ridge,Bobby Thomas,DEF,0.13916700668683363,0.13926886101619787,0.019891790258883272,0.14283013527747404
Full Ridge,Boubacar Kamara,MID,0.9252220780321796,0.9259603243203781,0.031125604835400403,0.033614404438165844
Full Ridge,Boubacar Traoré,MID,0.3072806986605504,0.3079869461273658,0.01957324484887945,0.06355218977620264
Full Ridge,Bradley Ibrahim,MID,0.15932330626592434,0.15968500890479823,0.016816639694904777,0.10531132390098435
Full Ridge,Braian Ojeda Rodríguez,MID,0.15928987833864056,0.15965208910424883,0.016818581701737865,0.10534520278501179
Full Ridge,Brandon Aguilera Zamora,MID,0.1739560357851931,0.17431772605600312,0.01681659257586084,0.09647092671721846
Full Ridge,Brandon Austin,GK,0.03570045883593871,0.03688725020090742,0.013076386058953534,0.3544960924908373
Full Ridge,Brandon Williams,DEF,0.13948703533988108,0.13959217636394328,0.019761681816135745,0.14156725921811902
Full Ridge,Brennan Johnson,MID,2.6623788376335575,2.658312824255632,0.07463453613096403,0.028075904178757754
Full Ridge,Bruno Borges Fernandes,MID,4.166843666930845,4.163084456698903,0.10533855293736132,0.025303006468643443
Full Ridge,Bruno Cavaco Jordão,MID,0.16210939272690839,0.16242874499797683,0.01669754071760179,0.10279917337174385
Full Ridge,Bruno Guimarães Rodriguez Moura,MID,4.16761198603224,4.176455942981962,0.1266367552455353,0.03032158293405042
Full Ridge,Bryan Gil Salvatierra,MID,0.39817415471332124,0.39890458225153164,0.024985601328790717,0.06263553350970508
Full Ridge,Bryan Mbeumo,MID,0.338992505194917,0.3376037193372238,0.04626628471141221,0.1370431723982223
Full Ridge,Bukayo Saka,MID,8.553246033409394,8.5378919602257,0.35416218535141536,0.04148122124305413
Full Ridge,Bénie Traoré,FWD,0.2063951882734526,0.20338391551284346,0.03313406318782004,0.16291388187837139
Full Ridge,CJ Egan-Riley,DEF,0.14029839490604967,0.14041186859394952,0.019483096457938005,0.13875676360579073
Full Ridge,Callum Hudson-Odoi,MID,4.369773014714318,4.3676638908721515,0.07469888693149689,0.01710270954860053
Full Ridge,Callum Marshall,FWD,0.19927818072922993,0.19616131844707851,0.033315315582757334,0.16983631557179468
Full Ridge,Callum Scanlon,DEF,0.1392143180121649,0.13931665822890413,0.019871850058719373,0.14263800403587734
Full Ridge,Callum Wilson,FWD,0.7362603152030507,0.7419941046748393,0.044557631079720966,0.06005119285852986
Full Ridge,Calum Chambers,DEF,0.32642010240374475,0.3344643026264602,0.031396681165031845,0.09387154598706637
Full Ridge,Calvin Bassey,DEF,2.1580637501148514,2.151537353476098,0.05205071254357356,0.024192335057292236
Full Ridge,Cameron Archer,FWD,1.3283337858278834,1.343390468592694,0.05305477937317136,0.03949319324019796
