name,lag_expected_assists,lag_expected_goal_involvements,lag_expected_goals,lag_expected_goals_conceded,lag_ict_index,lag_selected,lag_starts,lag_total_points,history_gameweeks,team,position,value,model_prediction,cost_vector,model,future_total_points,future_mean_points,future_appearances
Mads Roerslev Rasmussen,0.041324356294778555,0.1213775207014022,0.08005316440662363,1.6244830799080578,2.7007485481806697,9043.833774674811,0.8716197511748592,2.3972691231271,25,Brentford,DEF,4.4,1.620732013631537,1.8795777167967247,Full LASSO,35.0,2.9166666666666665,12
Mahamadou Susoho,0.0,0.0,0.0,0.0,0.0,108.99573235787227,0.0,0.0,9,Man City,MID,4.5,0.41436707331997213,0.2762447155466481,Full LASSO,0.0,0.0,0
Mahmoud Dahoud,0.0003061388679006553,0.0008114356267482111,0.000505296758847556,0.004037326684810264,0.007427924417085418,6875.84361317094,0.007636492321375044,0.007188338552083113,26,Brighton,MID,4.8,0.42305607717119664,0.2844334976314921,Full LASSO,0.0,0.0,0
Malang Sarr,0.0,0.0,0.0,0.0,0.0,9501.797250420608,0.0,0.0,25,Chelsea,DEF,4.3,0.5978586798159444,0.3985724532106296,Full LASSO,0.0,0.0,0
Malcolm Ebiowei,0.0,0.0,0.0,0.0,0.0,2669.831868769221,0.0,0.0,26,Crystal Palace,MID,4.4,0.41436707331997213,0.2762447155466481,Full LASSO,0.0,0.0,0
Malo Gusto,0.17672422160345744,0.18190311909436627,0.005178897490908851,1.5308136676388857,6.035080156903018,703774.8290426675,0.8631152950017296,2.599211576907379,25,Chelsea,DEF,4.2,2.1494453646204996,2.2993674353827926,Full LASSO,27.0,2.25,8
Manor Solomon,7.484802200007208e-05,0.00011444396220993162,3.959594020985957e-05,0.00015198863594384677,0.0031511537039960896,8098.560514843206,0.00016707147767873232,0.001174141218131091,25,Spurs,MID,5.1,0.415483904637318,0.27738065016425567,Full LASSO,0.0,0.0,0
Manuel Akanji,0.0787530368800372,0.12231157922876784,0.043558542348730626,0.8309520701957394,3.873736413439184,435065.82746953063,0.9908964171735171,5.504354617140346,25,Man City,DEF,4.9,1.889486960707969,3.094442846185428,Full LASSO,43.0,3.5833333333333335,10
Manuel Benson Hedilazio,8.771007844523554e-05,9.071736504345272e-05,3.0072865982171804e-06,0.002479812992105793,0.03968132126667264,6407.023470458185,2.970159603177464e-05,0.3421934459659522,25,Burnley,MID,5.2,0.42604153743486417,0.3980921736118935,Full LASSO,3.0,0.25,3
Marc Cucurella Saseta,0.0005939229507296407,0.0014904966990530043,0.0008965737483233637,0.03828160570000214,0.07296728662862924,40372.35223245582,0.020565699439126315,0.02297050083653856,25,Chelsea,DEF,4.8,0.6234748691979553,0.42330674641081634,Full LASSO,34.0,2.8333333333333335,10
