model,policy,GW,weekly_points,base_points,captain_bonus,captain_used,planned_absences,autosubs_used,substitute_points,squad_members,planned_xi_members,bench_order,captain,vice_captain,cumulative_points
Full LASSO,sequential,28,35.0,33.0,2.0,Bukayo Saka,0,0,0.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Virgil van Dijk,Chiedozie Ogbene|Emerson Palmieri dos Santos|Chris Richards|Thomas Kaminski,Bukayo Saka,Phil Foden,103.0
Full LASSO,sequential,29,11.0,11.0,0.0,,7,2,3.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Douglas Luiz Soares de Paulo|Chris Richards|Emerson Palmieri dos Santos|Ederson Santana de Moraes,Bukayo Saka,Phil Foden,114.0
Full LASSO,sequential,30,35.0,32.0,3.0,Bukayo Saka,1,1,3.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Douglas Luiz Soares de Paulo|Chris Richards|Emerson Palmieri dos Santos|Ederson Santana de Moraes,Bukayo Saka,Phil Foden,149.0
Full LASSO,sequential,31,65.0,45.0,20.0,Phil Foden,3,1,2.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Douglas Luiz Soares de Paulo|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Chiedozie Ogbene|Chris Richards|Emerson Palmieri dos Santos|Ederson Santana de Moraes,Bukayo Saka,Phil Foden,214.0
Full LASSO,sequential,32,59.0,49.0,10.0,Bukayo Saka,2,1,4.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Douglas Luiz Soares de Paulo|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Chiedozie Ogbene|Emerson Palmieri dos Santos|Chris Richards|Ederson Santana de Moraes,Bukayo Saka,Phil Foden,273.0
Full LASSO,sequential,33,27.0,25.0,2.0,Bukayo Saka,2,0,0.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Jakub Kiwior|Chiedozie Ogbene|Chris Richards|Ederson Santana de Moraes,Bukayo Saka,Phil Foden,300.0
Full LASSO,sequential,34,57.0,48.0,9.0,Bukayo Saka,1,1,6.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Jakub Kiwior|Chiedozie Ogbene|Chris Richards|Ederson Santana de Moraes,Bukayo Saka,Phil Foden,357.0
Full LASSO,sequential,35,47.0,35.0,12.0,Bukayo Saka,1,1,1.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Chris Richards|Ederson Santana de Moraes|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Virgil van Dijk,Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Chiedozie Ogbene|Thomas Kaminski,Bukayo Saka,Phil Foden,404.0
Full LASSO,sequential,36,54.0,44.0,10.0,Bukayo Saka,0,0,0.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Chris Richards|Emerson Palmieri dos Santos|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Jakub Kiwior|Douglas Luiz Soares de Paulo|Chiedozie Ogbene|Ederson Santana de Moraes,Bukayo Saka,Phil Foden,458.0
Full LASSO,sequential,37,36.0,34.0,2.0,Bukayo Saka,0,0,0.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Chris Richards|Douglas Luiz Soares de Paulo|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Emerson Palmieri dos Santos|Jakub Kiwior|Chiedozie Ogbene|Ederson Santana de Moraes,Bukayo Saka,Phil Foden,494.0
Full LASSO,sequential,38,64.0,49.0,15.0,Phil Foden,3,3,9.0,Bukayo Saka|Carlton Morris|Chiedozie Ogbene|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Emerson Palmieri dos Santos|Jakub Kiwior|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Thomas Kaminski|Virgil van Dijk,Bukayo Saka|Carlton Morris|Chris Richards|Douglas Luiz Soares de Paulo|Ederson Santana de Moraes|Lewis Dunk|Luis Díaz|Ollie Watkins|Pascal Groß|Phil Foden|Virgil van Dijk,Emerson Palmieri dos Santos|Jakub Kiwior|Chiedozie Ogbene|Thomas Kaminski,Bukayo Saka,Phil Foden,558.0
