series,policy,GW,weekly_points,base_points,captain_bonus,captain_used,autosubs_used,substitute_points,cumulative_points
Weighted Avg. (Budget = 60),static,35,63.0,51.0,12.0,Bukayo Saka,1,2.0,489.0
Weighted Avg. (Budget = 60),static,36,52.0,42.0,10.0,Bukayo Saka,1,2.0,541.0
Weighted Avg. (Budget = 60),static,37,54.0,52.0,2.0,Bukayo Saka,1,5.0,595.0
Weighted Avg. (Budget = 60),static,38,28.0,22.0,6.0,Cole Palmer,2,3.0,623.0
Monte Carlo (Budget = 60),static,27,76.0,63.0,13.0,Ollie Watkins,0,0.0,76.0
Monte Carlo (Budget = 60),static,28,38.0,36.0,2.0,Ollie Watkins,0,0.0,114.0
Monte Carlo (Budget = 60),static,29,8.0,6.0,2.0,Ollie Watkins,0,0.0,122.0
Monte Carlo (Budget = 60),static,30,49.0,48.0,1.0,Ollie Watkins,1,7.0,171.0
Monte Carlo (Budget = 60),static,31,39.0,38.0,1.0,Douglas Luiz Soares de Paulo,1,7.0,210.0
Monte Carlo (Budget = 60),static,32,73.0,60.0,13.0,Ollie Watkins,0,0.0,283.0
Monte Carlo (Budget = 60),static,33,78.0,71.0,7.0,Ollie Watkins,1,10.0,361.0
Monte Carlo (Budget = 60),static,34,77.0,68.0,9.0,Ollie Watkins,1,14.0,438.0
Monte Carlo (Budget = 60),static,35,55.0,53.0,2.0,Ollie Watkins,1,1.0,493.0
Monte Carlo (Budget = 60),static,36,54.0,52.0,2.0,Ollie Watkins,1,6.0,547.0
Monte Carlo (Budget = 60),static,37,66.0,61.0,5.0,Ollie Watkins,2,11.0,613.0
Monte Carlo (Budget = 60),static,38,27.0,25.0,2.0,Ollie Watkins,2,3.0,640.0
"ARIMA (1,0,0, Budget = 60)",static,27,73.0,66.0,7.0,Bukayo Saka,2,19.0,73.0
"ARIMA (1,0,0, Budget = 60)",static,28,32.0,30.0,2.0,Bukayo Saka,2,4.0,105.0
"ARIMA (1,0,0, Budget = 60)",static,29,7.0,7.0,0.0,,1,2.0,112.0
"ARIMA (1,0,0, Budget = 60)",static,30,52.0,49.0,3.0,Bukayo Saka,2,8.0,164.0
"ARIMA (1,0,0, Budget = 60)",static,31,54.0,34.0,20.0,Cole Palmer,1,7.0,218.0
"ARIMA (1,0,0, Budget = 60)",static,32,61.0,51.0,10.0,Bukayo Saka,2,18.0,279.0
"ARIMA (1,0,0, Budget = 60)",static,33,77.0,75.0,2.0,Bukayo Saka,2,8.0,356.0
"ARIMA (1,0,0, Budget = 60)",static,34,58.0,49.0,9.0,Bukayo Saka,2,23.0,414.0
"ARIMA (1,0,0, Budget = 60)",static,35,76.0,64.0,12.0,Bukayo Saka,0,0.0,490.0
"ARIMA (1,0,0, Budget = 60)",static,36,69.0,59.0,10.0,Bukayo Saka,1,6.0,559.0
"ARIMA (1,0,0, Budget = 60)",static,37,43.0,41.0,2.0,Bukayo Saka,0,0.0,602.0
"ARIMA (1,0,0, Budget = 60)",static,38,37.0,31.0,6.0,Cole Palmer,3,5.0,639.0
"ARIMA (1,0,1, Budget = 60)",static,27,67.0,60.0,7.0,Bukayo Saka,1,13.0,67.0
"ARIMA (1,0,1, Budget = 60)",static,28,39.0,37.0,2.0,Bukayo Saka,1,2.0,106.0
"ARIMA (1,0,1, Budget = 60)",static,29,6.0,6.0,0.0,,2,3.0,112.0
"ARIMA (1,0,1, Budget = 60)",static,30,47.0,44.0,3.0,Bukayo Saka,1,1.0,159.0
"ARIMA (1,0,1, Budget = 60)",static,31,60.0,40.0,20.0,Cole Palmer,1,2.0,219.0
"ARIMA (1,0,1, Budget = 60)",static,32,58.0,48.0,10.0,Bukayo Saka,1,11.0,277.0
"ARIMA (1,0,1, Budget = 60)",static,33,79.0,77.0,2.0,Bukayo Saka,2,7.0,356.0
"ARIMA (1,0,1, Budget = 60)",static,34,47.0,38.0,9.0,Bukayo Saka,1,9.0,403.0
"ARIMA (1,0,1, Budget = 60)",static,35,70.0,58.0,12.0,Bukayo Saka,0,0.0,473.0
"ARIMA (1,0,1, Budget = 60)",static,36,65.0,55.0,10.0,Bukayo Saka,1,0.0,538.0
"ARIMA (1,0,1, Budget = 60)",static,37,42.0,40.0,2.0,Bukayo Saka,0,0.0,580.0
"ARIMA (1,0,1, Budget = 60)",static,38,46.0,40.0,6.0,Cole Palmer,3,17.0,626.0
Weighted Avg. (Budget = 65),static,27,58.0,51.0,7.0,Bukayo Saka,1,2.0,58.0
Weighted Avg. (Budget = 65),static,28,46.0,44.0,2.0,Bukayo Saka,1,8.0,104.0
Weighted Avg. (Budget = 65),static,29,7.0,5.0,2.0,Ollie Watkins,0,0.0,111.0
Weighted Avg. (Budget = 65),static,30,49.0,46.0,3.0,Bukayo Saka,1,7.0,160.0
Weighted Avg. (Budget = 65),static,31,41.0,41.0,0.0,,2,4.0,201.0
Weighted Avg. (Budget = 65),static,32,67.0,57.0,10.0,Bukayo Saka,0,0.0,268.0
Weighted Avg. (Budget = 65),static,33,65.0,63.0,2.0,Bukayo Saka,1,7.0,333.0
Weighted Avg. (Budget = 65),static,34,116.0,107.0,9.0,Bukayo Saka,3,24.0,449.0
Weighted Avg. (Budget = 65),static,35,61.0,49.0,12.0,Bukayo Saka,1,1.0,510.0
Weighted Avg. (Budget = 65),static,36,54.0,44.0,10.0,Bukayo Saka,1,1.0,564.0
Weighted Avg. (Budget = 65),static,37,58.0,56.0,2.0,Bukayo Saka,1,1.0,622.0
Weighted Avg. (Budget = 65),static,38,26.0,24.0,2.0,Ollie Watkins,2,7.0,648.0
Monte Carlo (Budget = 65),static,27,69.0,56.0,13.0,Ollie Watkins,0,0.0,69.0
Monte Carlo (Budget = 65),static,28,44.0,42.0,2.0,Ollie Watkins,0,0.0,113.0
Monte Carlo (Budget = 65),static,29,7.0,5.0,2.0,Ollie Watkins,0,0.0,120.0
Monte Carlo (Budget = 65),static,30,53.0,52.0,1.0,Ollie Watkins,0,0.0,173.0
Monte Carlo (Budget = 65),static,31,46.0,44.0,2.0,Dominic Solanke,0,0.0,219.0
Monte Carlo (Budget = 65),static,32,68.0,55.0,13.0,Ollie Watkins,0,0.0,287.0
Monte Carlo (Budget = 65),static,33,77.0,70.0,7.0,Ollie Watkins,1,2.0,364.0
Monte Carlo (Budget = 65),static,34,85.0,76.0,9.0,Ollie Watkins,2,19.0,449.0
Monte Carlo (Budget = 65),static,35,48.0,46.0,2.0,Ollie Watkins,1,1.0,497.0
Monte Carlo (Budget = 65),static,36,45.0,43.0,2.0,Ollie Watkins,1,0.0,542.0
Monte Carlo (Budget = 65),static,37,66.0,61.0,5.0,Ollie Watkins,1,2.0,608.0
Monte Carlo (Budget = 65),static,38,32.0,30.0,2.0,Ollie Watkins,2,7.0,640.0
"ARIMA (1,0,0, Budget = 65)",static,27,67.0,60.0,7.0,Bukayo Saka,1,6.0,67.0
"ARIMA (1,0,0, Budget = 65)",static,28,37.0,35.0,2.0,Bukayo Saka,2,3.0,104.0
"ARIMA (1,0,0, Budget = 65)",static,29,7.0,5.0,2.0,Ollie Watkins,0,0.0,111.0
"ARIMA (1,0,0, Budget = 65)",static,30,57.0,54.0,3.0,Bukayo Saka,1,7.0,168.0
"ARIMA (1,0,0, Budget = 65)",static,31,35.0,35.0,0.0,,2,8.0,203.0
"ARIMA (1,0,0, Budget = 65)",static,32,55.0,45.0,10.0,Bukayo Saka,1,5.0,258.0
"ARIMA (1,0,0, Budget = 65)",static,33,83.0,81.0,2.0,Bukayo Saka,2,3.0,341.0
"ARIMA (1,0,0, Budget = 65)",static,34,65.0,56.0,9.0,Bukayo Saka,2,17.0,406.0
"ARIMA (1,0,0, Budget = 65)",static,35,67.0,55.0,12.0,Bukayo Saka,0,0.0,473.0
"ARIMA (1,0,0, Budget = 65)",static,36,64.0,54.0,10.0,Bukayo Saka,1,6.0,537.0
"ARIMA (1,0,0, Budget = 65)",static,37,51.0,49.0,2.0,Bukayo Saka,0,0.0,588.0
"ARIMA (1,0,0, Budget = 65)",static,38,33.0,31.0,2.0,Ollie Watkins,3,9.0,621.0
"ARIMA (1,0,1, Budget = 65)",static,27,69.0,62.0,7.0,Bukayo Saka,0,0.0,69.0
"ARIMA (1,0,1, Budget = 65)",static,28,39.0,37.0,2.0,Bukayo Saka,0,0.0,108.0
"ARIMA (1,0,1, Budget = 65)",static,29,8.0,6.0,2.0,Ollie Watkins,1,1.0,116.0
"ARIMA (1,0,1, Budget = 65)",static,30,53.0,50.0,3.0,Bukayo Saka,1,7.0,169.0
"ARIMA (1,0,1, Budget = 65)",static,31,36.0,36.0,0.0,,2,3.0,205.0
"ARIMA (1,0,1, Budget = 65)",static,32,66.0,56.0,10.0,Bukayo Saka,1,11.0,271.0
"ARIMA (1,0,1, Budget = 65)",static,33,72.0,70.0,2.0,Bukayo Saka,2,2.0,343.0
"ARIMA (1,0,1, Budget = 65)",static,34,53.0,44.0,9.0,Bukayo Saka,1,3.0,396.0
"ARIMA (1,0,1, Budget = 65)",static,35,69.0,57.0,12.0,Bukayo Saka,0,0.0,465.0
"ARIMA (1,0,1, Budget = 65)",static,36,69.0,59.0,10.0,Bukayo Saka,1,0.0,534.0
"ARIMA (1,0,1, Budget = 65)",static,37,48.0,46.0,2.0,Bukayo Saka,0,0.0,582.0
"ARIMA (1,0,1, Budget = 65)",static,38,46.0,44.0,2.0,Ollie Watkins,3,21.0,628.0
Weighted Avg. (Budget = 70),static,27,69.0,62.0,7.0,Bukayo Saka,0,0.0,69.0
Weighted Avg. (Budget = 70),static,28,46.0,44.0,2.0,Bukayo Saka,0,0.0,115.0
Weighted Avg. (Budget = 70),static,29,5.0,3.0,2.0,Ollie Watkins,0,0.0,120.0
Weighted Avg. (Budget = 70),static,30,49.0,46.0,3.0,Bukayo Saka,0,0.0,169.0
Weighted Avg. (Budget = 70),static,31,60.0,60.0,0.0,,2,3.0,229.0
Weighted Avg. (Budget = 70),static,32,64.0,54.0,10.0,Bukayo Saka,1,0.0,293.0
Weighted Avg. (Budget = 70),static,33,61.0,59.0,2.0,Bukayo Saka,2,14.0,354.0
Weighted Avg. (Budget = 70),static,34,119.0,110.0,9.0,Bukayo Saka,3,16.0,473.0
Weighted Avg. (Budget = 70),static,35,62.0,50.0,12.0,Bukayo Saka,2,6.0,535.0
Weighted Avg. (Budget = 70),static,36,57.0,47.0,10.0,Bukayo Saka,1,1.0,592.0
Weighted Avg. (Budget = 70),static,37,68.0,66.0,2.0,Bukayo Saka,1,1.0,660.0
Weighted Avg. (Budget = 70),static,38,35.0,33.0,2.0,Ollie Watkins,1,2.0,695.0
Monte Carlo (Budget = 70),static,27,72.0,59.0,13.0,Ollie Watkins,0,0.0,72.0
Monte Carlo (Budget = 70),static,28,36.0,34.0,2.0,Ollie Watkins,0,0.0,108.0
Monte Carlo (Budget = 70),static,29,7.0,5.0,2.0,Ollie Watkins,0,0.0,115.0
Monte Carlo (Budget = 70),static,30,63.0,62.0,1.0,Ollie Watkins,0,0.0,178.0
Monte Carlo (Budget = 70),static,31,46.0,46.0,0.0,,1,2.0,224.0
Monte Carlo (Budget = 70),static,32,69.0,56.0,13.0,Ollie Watkins,0,0.0,293.0
Monte Carlo (Budget = 70),static,33,78.0,71.0,7.0,Ollie Watkins,2,6.0,371.0
Monte Carlo (Budget = 70),static,34,87.0,78.0,9.0,Ollie Watkins,2,16.0,458.0
Monte Carlo (Budget = 70),static,35,64.0,62.0,2.0,Ollie Watkins,1,1.0,522.0
Monte Carlo (Budget = 70),static,36,53.0,51.0,2.0,Ollie Watkins,1,0.0,575.0
Monte Carlo (Budget = 70),static,37,65.0,60.0,5.0,Ollie Watkins,1,2.0,640.0
Monte Carlo (Budget = 70),static,38,25.0,23.0,2.0,Ollie Watkins,2,7.0,665.0
"ARIMA (1,0,0, Budget = 70)",static,27,76.0,69.0,7.0,Bukayo Saka,0,0.0,76.0
"ARIMA (1,0,0, Budget = 70)",static,28,37.0,35.0,2.0,Bukayo Saka,0,0.0,113.0
"ARIMA (1,0,0, Budget = 70)",static,29,8.0,6.0,2.0,Ollie Watkins,2,3.0,121.0
"ARIMA (1,0,0, Budget = 70)",static,30,60.0,57.0,3.0,Bukayo Saka,0,0.0,181.0
"ARIMA (1,0,0, Budget = 70)",static,31,61.0,61.0,0.0,,2,4.0,242.0
"ARIMA (1,0,0, Budget = 70)",static,32,76.0,66.0,10.0,Bukayo Saka,2,19.0,318.0
"ARIMA (1,0,0, Budget = 70)",static,33,79.0,77.0,2.0,Bukayo Saka,3,11.0,397.0
"ARIMA (1,0,0, Budget = 70)",static,34,84.0,75.0,9.0,Bukayo Saka,1,-2.0,481.0
"ARIMA (1,0,0, Budget = 70)",static,35,67.0,55.0,12.0,Bukayo Saka,1,5.0,548.0
"ARIMA (1,0,0, Budget = 70)",static,36,75.0,65.0,10.0,Bukayo Saka,0,0.0,623.0
"ARIMA (1,0,0, Budget = 70)",static,37,71.0,69.0,2.0,Bukayo Saka,0,0.0,694.0
"ARIMA (1,0,0, Budget = 70)",static,38,55.0,53.0,2.0,Ollie Watkins,2,16.0,749.0
"ARIMA (1,0,1, Budget = 70)",static,27,76.0,69.0,7.0,Bukayo Saka,1,1.0,76.0
"ARIMA (1,0,1, Budget = 70)",static,28,42.0,40.0,2.0,Bukayo Saka,0,0.0,118.0
"ARIMA (1,0,1, Budget = 70)",static,29,6.0,4.0,2.0,Ollie Watkins,0,0.0,124.0
"ARIMA (1,0,1, Budget = 70)",static,30,49.0,46.0,3.0,Bukayo Saka,1,2.0,173.0
"ARIMA (1,0,1, Budget = 70)",static,31,53.0,53.0,0.0,,0,0.0,226.0
"ARIMA (1,0,1, Budget = 70)",static,32,66.0,56.0,10.0,Bukayo Saka,1,8.0,292.0
"ARIMA (1,0,1, Budget = 70)",static,33,78.0,76.0,2.0,Bukayo Saka,1,10.0,370.0
"ARIMA (1,0,1, Budget = 70)",static,34,64.0,55.0,9.0,Bukayo Saka,1,6.0,434.0
"ARIMA (1,0,1, Budget = 70)",static,35,67.0,55.0,12.0,Bukayo Saka,1,5.0,501.0
"ARIMA (1,0,1, Budget = 70)",static,36,72.0,62.0,10.0,Bukayo Saka,1,11.0,573.0
"ARIMA (1,0,1, Budget = 70)",static,37,66.0,64.0,2.0,Bukayo Saka,0,0.0,639.0
"ARIMA (1,0,1, Budget = 70)",static,38,52.0,50.0,2.0,Ollie Watkins,3,9.0,691.0
Weighted Avg. (Budget = 75),static,27,72.0,65.0,7.0,Bukayo Saka,0,0.0,72.0
Weighted Avg. (Budget = 75),static,28,47.0,45.0,2.0,Bukayo Saka,0,0.0,119.0
Weighted Avg. (Budget = 75),static,29,5.0,3.0,2.0,Ollie Watkins,0,0.0,124.0
Weighted Avg. (Budget = 75),static,30,52.0,49.0,3.0,Bukayo Saka,0,0.0,176.0
Weighted Avg. (Budget = 75),static,31,67.0,67.0,0.0,,2,3.0,243.0
Weighted Avg. (Budget = 75),static,32,63.0,53.0,10.0,Bukayo Saka,1,0.0,306.0
Weighted Avg. (Budget = 75),static,33,63.0,61.0,2.0,Bukayo Saka,2,13.0,369.0
Weighted Avg. (Budget = 75),static,34,109.0,100.0,9.0,Bukayo Saka,2,10.0,478.0
Weighted Avg. (Budget = 75),static,35,57.0,45.0,12.0,Bukayo Saka,1,5.0,535.0
Weighted Avg. (Budget = 75),static,36,58.0,48.0,10.0,Bukayo Saka,0,0.0,593.0
Weighted Avg. (Budget = 75),static,37,71.0,69.0,2.0,Bukayo Saka,0,0.0,664.0
Weighted Avg. (Budget = 75),static,38,41.0,39.0,2.0,Ollie Watkins,1,2.0,705.0
Monte Carlo (Budget = 75),static,27,79.0,66.0,13.0,Ollie Watkins,0,0.0,79.0
Monte Carlo (Budget = 75),static,28,37.0,35.0,2.0,Ollie Watkins,1,1.0,116.0
Monte Carlo (Budget = 75),static,29,7.0,5.0,2.0,Ollie Watkins,0,0.0,123.0
Monte Carlo (Budget = 75),static,30,58.0,57.0,1.0,Ollie Watkins,0,0.0,181.0
Monte Carlo (Budget = 75),static,31,66.0,66.0,0.0,,2,4.0,247.0
Monte Carlo (Budget = 75),static,32,68.0,55.0,13.0,Ollie Watkins,2,10.0,315.0
Monte Carlo (Budget = 75),static,33,61.0,54.0,7.0,Ollie Watkins,3,5.0,376.0
Monte Carlo (Budget = 75),static,34,102.0,93.0,9.0,Ollie Watkins,3,23.0,478.0
Monte Carlo (Budget = 75),static,35,56.0,54.0,2.0,Ollie Watkins,2,3.0,534.0
Monte Carlo (Budget = 75),static,36,52.0,50.0,2.0,Ollie Watkins,1,0.0,586.0
Monte Carlo (Budget = 75),static,37,68.0,63.0,5.0,Ollie Watkins,0,0.0,654.0
Monte Carlo (Budget = 75),static,38,40.0,38.0,2.0,Ollie Watkins,1,6.0,694.0
"ARIMA (1,0,0, Budget = 75)",static,27,76.0,69.0,7.0,Bukayo Saka,0,0.0,76.0
"ARIMA (1,0,0, Budget = 75)",static,28,58.0,56.0,2.0,Bukayo Saka,1,7.0,134.0
"ARIMA (1,0,0, Budget = 75)",static,29,11.0,9.0,2.0,Ollie Watkins,2,3.0,145.0
"ARIMA (1,0,0, Budget = 75)",static,30,67.0,64.0,3.0,Bukayo Saka,1,10.0,212.0
"ARIMA (1,0,0, Budget = 75)",static,31,69.0,69.0,0.0,,2,7.0,281.0
"ARIMA (1,0,0, Budget = 75)",static,32,65.0,55.0,10.0,Bukayo Saka,1,1.0,346.0
"ARIMA (1,0,0, Budget = 75)",static,33,58.0,56.0,2.0,Bukayo Saka,1,0.0,404.0
"ARIMA (1,0,0, Budget = 75)",static,34,83.0,74.0,9.0,Bukayo Saka,0,0.0,487.0
"ARIMA (1,0,0, Budget = 75)",static,35,74.0,62.0,12.0,Bukayo Saka,1,13.0,561.0
"ARIMA (1,0,0, Budget = 75)",static,36,67.0,57.0,10.0,Bukayo Saka,0,0.0,628.0
"ARIMA (1,0,0, Budget = 75)",static,37,70.0,68.0,2.0,Bukayo Saka,0,0.0,698.0
"ARIMA (1,0,0, Budget = 75)",static,38,55.0,53.0,2.0,Ollie Watkins,2,15.0,753.0
"ARIMA (1,0,1, Budget = 75)",static,27,63.0,56.0,7.0,Bukayo Saka,2,5.0,63.0
"ARIMA (1,0,1, Budget = 75)",static,28,47.0,45.0,2.0,Bukayo Saka,0,0.0,110.0
"ARIMA (1,0,1, Budget = 75)",static,29,6.0,4.0,2.0,Ollie Watkins,0,0.0,116.0
"ARIMA (1,0,1, Budget = 75)",static,30,58.0,55.0,3.0,Bukayo Saka,0,0.0,174.0
"ARIMA (1,0,1, Budget = 75)",static,31,43.0,43.0,0.0,,2,9.0,217.0
"ARIMA (1,0,1, Budget = 75)",static,32,71.0,61.0,10.0,Bukayo Saka,1,5.0,288.0
"ARIMA (1,0,1, Budget = 75)",static,33,78.0,76.0,2.0,Bukayo Saka,2,6.0,366.0
"ARIMA (1,0,1, Budget = 75)",static,34,67.0,58.0,9.0,Bukayo Saka,2,20.0,433.0
"ARIMA (1,0,1, Budget = 75)",static,35,63.0,51.0,12.0,Bukayo Saka,0,0.0,496.0
"ARIMA (1,0,1, Budget = 75)",static,36,72.0,62.0,10.0,Bukayo Saka,1,6.0,568.0
"ARIMA (1,0,1, Budget = 75)",static,37,57.0,55.0,2.0,Bukayo Saka,0,0.0,625.0
"ARIMA (1,0,1, Budget = 75)",static,38,38.0,36.0,2.0,Ollie Watkins,2,3.0,663.0
Weighted Avg. (Budget = 80),static,27,72.0,65.0,7.0,Bukayo Saka,1,1.0,72.0
Weighted Avg. (Budget = 80),static,28,40.0,38.0,2.0,Bukayo Saka,0,0.0,112.0
Weighted Avg. (Budget = 80),static,29,5.0,3.0,2.0,Ollie Watkins,0,0.0,117.0
Weighted Avg. (Budget = 80),static,30,58.0,55.0,3.0,Bukayo Saka,0,0.0,175.0
Weighted Avg. (Budget = 80),static,31,65.0,65.0,0.0,,2,3.0,240.0
Weighted Avg. (Budget = 80),static,32,69.0,59.0,10.0,Bukayo Saka,1,0.0,309.0
Weighted Avg. (Budget = 80),static,33,60.0,58.0,2.0,Bukayo Saka,2,11.0,369.0
Weighted Avg. (Budget = 80),static,34,120.0,111.0,9.0,Bukayo Saka,2,20.0,489.0
Weighted Avg. (Budget = 80),static,35,56.0,44.0,12.0,Bukayo Saka,1,5.0,545.0
Weighted Avg. (Budget = 80),static,36,69.0,59.0,10.0,Bukayo Saka,0,0.0,614.0
Weighted Avg. (Budget = 80),static,37,69.0,67.0,2.0,Bukayo Saka,0,0.0,683.0
Weighted Avg. (Budget = 80),static,38,45.0,43.0,2.0,Ollie Watkins,1,2.0,728.0
Monte Carlo (Budget = 80),static,27,78.0,65.0,13.0,Ollie Watkins,1,4.0,78.0
Monte Carlo (Budget = 80),static,28,36.0,34.0,2.0,Ollie Watkins,1,1.0,114.0
Monte Carlo (Budget = 80),static,29,5.0,3.0,2.0,Ollie Watkins,0,0.0,119.0
Monte Carlo (Budget = 80),static,30,59.0,58.0,1.0,Ollie Watkins,1,4.0,178.0
Monte Carlo (Budget = 80),static,31,62.0,62.0,0.0,,3,4.0,240.0
Monte Carlo (Budget = 80),static,32,75.0,62.0,13.0,Ollie Watkins,2,10.0,315.0
Monte Carlo (Budget = 80),static,33,63.0,56.0,7.0,Ollie Watkins,3,5.0,378.0
Monte Carlo (Budget = 80),static,34,95.0,86.0,9.0,Ollie Watkins,2,13.0,473.0
Monte Carlo (Budget = 80),static,35,43.0,41.0,2.0,Ollie Watkins,1,2.0,516.0
Monte Carlo (Budget = 80),static,36,63.0,61.0,2.0,Ollie Watkins,0,0.0,579.0
Monte Carlo (Budget = 80),static,37,68.0,63.0,5.0,Ollie Watkins,0,0.0,647.0
Monte Carlo (Budget = 80),static,38,41.0,39.0,2.0,Ollie Watkins,1,1.0,688.0
"ARIMA (1,0,0, Budget = 80)",static,27,71.0,64.0,7.0,Bukayo Saka,1,4.0,71.0
"ARIMA (1,0,0, Budget = 80)",static,28,53.0,51.0,2.0,Bukayo Saka,1,2.0,124.0
"ARIMA (1,0,0, Budget = 80)",static,29,8.0,6.0,2.0,Ollie Watkins,0,0.0,132.0
"ARIMA (1,0,0, Budget = 80)",static,30,60.0,57.0,3.0,Bukayo Saka,0,0.0,192.0
"ARIMA (1,0,0, Budget = 80)",static,31,59.0,59.0,0.0,,2,4.0,251.0
"ARIMA (1,0,0, Budget = 80)",static,32,72.0,62.0,10.0,Bukayo Saka,2,8.0,323.0
"ARIMA (1,0,0, Budget = 80)",static,33,59.0,57.0,2.0,Bukayo Saka,2,4.0,382.0
"ARIMA (1,0,0, Budget = 80)",static,34,86.0,77.0,9.0,Bukayo Saka,2,12.0,468.0
"ARIMA (1,0,0, Budget = 80)",static,35,63.0,51.0,12.0,Bukayo Saka,1,2.0,531.0
"ARIMA (1,0,0, Budget = 80)",static,36,79.0,69.0,10.0,Bukayo Saka,0,0.0,610.0
"ARIMA (1,0,0, Budget = 80)",static,37,61.0,59.0,2.0,Bukayo Saka,0,0.0,671.0
"ARIMA (1,0,0, Budget = 80)",static,38,52.0,50.0,2.0,Ollie Watkins,1,1.0,723.0
"ARIMA (1,0,1, Budget = 80)",static,27,70.0,63.0,7.0,Bukayo Saka,3,4.0,70.0
"ARIMA (1,0,1, Budget = 80)",static,28,63.0,61.0,2.0,Bukayo Saka,1,8.0,133.0
"ARIMA (1,0,1, Budget = 80)",static,29,7.0,5.0,2.0,Ollie Watkins,0,0.0,140.0
"ARIMA (1,0,1, Budget = 80)",static,30,60.0,57.0,3.0,Bukayo Saka,1,7.0,200.0
"ARIMA (1,0,1, Budget = 80)",static,31,58.0,58.0,0.0,,2,4.0,258.0
"ARIMA (1,0,1, Budget = 80)",static,32,67.0,57.0,10.0,Bukayo Saka,2,2.0,325.0
"ARIMA (1,0,1, Budget = 80)",static,33,74.0,72.0,2.0,Bukayo Saka,2,13.0,399.0
"ARIMA (1,0,1, Budget = 80)",static,34,75.0,66.0,9.0,Bukayo Saka,3,21.0,474.0
"ARIMA (1,0,1, Budget = 80)",static,35,66.0,54.0,12.0,Bukayo Saka,1,2.0,540.0
"ARIMA (1,0,1, Budget = 80)",static,36,83.0,73.0,10.0,Bukayo Saka,1,13.0,623.0
"ARIMA (1,0,1, Budget = 80)",static,37,61.0,59.0,2.0,Bukayo Saka,0,0.0,684.0
"ARIMA (1,0,1, Budget = 80)",static,38,74.0,72.0,2.0,Ollie Watkins,3,17.0,758.0
"ARIMA (0,0,1, Budget = 65)",static,27,67.0,60.0,7.0,Bukayo Saka,1,6.0,67.0
"ARIMA (0,0,1, Budget = 65)",static,28,35.0,33.0,2.0,Bukayo Saka,2,3.0,102.0
"ARIMA (0,0,1, Budget = 65)",static,29,9.0,7.0,2.0,Ollie Watkins,0,0.0,111.0
"ARIMA (0,0,1, Budget = 65)",static,30,52.0,49.0,3.0,Bukayo Saka,1,7.0,163.0
"ARIMA (0,0,1, Budget = 65)",static,31,44.0,44.0,0.0,,2,8.0,207.0
"ARIMA (0,0,1, Budget = 65)",static,32,68.0,58.0,10.0,Bukayo Saka,0,0.0,275.0
"ARIMA (0,0,1, Budget = 65)",static,33,79.0,77.0,2.0,Bukayo Saka,1,2.0,354.0
"ARIMA (0,0,1, Budget = 65)",static,34,86.0,77.0,9.0,Bukayo Saka,2,17.0,440.0
"ARIMA (0,0,1, Budget = 65)",static,35,70.0,58.0,12.0,Bukayo Saka,0,0.0,510.0
"ARIMA (0,0,1, Budget = 65)",static,36,57.0,47.0,10.0,Bukayo Saka,0,0.0,567.0
"ARIMA (0,0,1, Budget = 65)",static,37,57.0,55.0,2.0,Bukayo Saka,0,0.0,624.0
"ARIMA (0,0,1, Budget = 65)",static,38,34.0,32.0,2.0,Ollie Watkins,2,8.0,658.0
Hybrid ICT Score (Budget = 65),static,27,79.0,66.0,13.0,Ollie Watkins,1,7.0,79.0
Hybrid ICT Score (Budget = 65),static,28,44.0,42.0,2.0,Ollie Watkins,1,2.0,123.0
Hybrid ICT Score (Budget = 65),static,29,8.0,6.0,2.0,Ollie Watkins,0,0.0,131.0
Hybrid ICT Score (Budget = 65),static,30,54.0,53.0,1.0,Ollie Watkins,1,3.0,185.0
Hybrid ICT Score (Budget = 65),static,31,48.0,46.0,2.0,Dominic Solanke,2,5.0,233.0
Hybrid ICT Score (Budget = 65),static,32,63.0,50.0,13.0,Ollie Watkins,1,8.0,296.0
Hybrid ICT Score (Budget = 65),static,33,80.0,73.0,7.0,Ollie Watkins,2,2.0,376.0
Hybrid ICT Score (Budget = 65),static,34,97.0,88.0,9.0,Ollie Watkins,3,29.0,473.0
Hybrid ICT Score (Budget = 65),static,35,40.0,38.0,2.0,Ollie Watkins,0,0.0,513.0
Hybrid ICT Score (Budget = 65),static,36,44.0,42.0,2.0,Ollie Watkins,0,0.0,557.0
Hybrid ICT Score (Budget = 65),static,37,76.0,71.0,5.0,Ollie Watkins,0,0.0,633.0
Hybrid ICT Score (Budget = 65),static,38,29.0,27.0,2.0,Ollie Watkins,1,6.0,662.0
"ARIMA (0,0,1, Budget = 70)",static,27,77.0,70.0,7.0,Bukayo Saka,0,0.0,77.0
"ARIMA (0,0,1, Budget = 70)",static,28,32.0,30.0,2.0,Bukayo Saka,0,0.0,109.0
"ARIMA (0,0,1, Budget = 70)",static,29,7.0,5.0,2.0,Ollie Watkins,0,0.0,116.0
"ARIMA (0,0,1, Budget = 70)",static,30,58.0,55.0,3.0,Bukayo Saka,1,7.0,174.0
"ARIMA (0,0,1, Budget = 70)",static,31,63.0,63.0,0.0,,1,2.0,237.0
"ARIMA (0,0,1, Budget = 70)",static,32,69.0,59.0,10.0,Bukayo Saka,1,2.0,306.0
"ARIMA (0,0,1, Budget = 70)",static,33,69.0,67.0,2.0,Bukayo Saka,2,8.0,375.0
